"","AF_A","AF_B","CO_A","CO_B"
"LOC100241347",4070,4526,19,12
"LOC100251707",1502,1871,1220,1123
"LOC109123566",6,8,5,1
"LOC109123348",9,3,0,3
"LOC100265381",3433,3783,2418,2769
"LOC100248300",1089,2223,99,49
"LOC100251619",1,0,0,0
"LOC100258559",3201,4828,108,65
"LOC104879567",0,0,0,0
"LOC100243170",4,5,1,2
"LOC100853634",15,5,14,7
"LOC100855323",454,430,472,491
"LOC100263706",0,1,0,0
"LOC104879556",0,0,0,0
"LOC100241449",0,0,0,0
"LOC109123581",0,0,0,1
"LOC100854886",2,0,0,0
"LOC104880039",0,0,0,0
"LOC104880037",0,0,0,4
"LOC100254651",1,1,0,0
"LOC100260333",350,621,14,27
"LOC100260455",2462,2918,2912,2215
"LOC104880034",723,865,639,512
"LOC109123415",2,0,0,0
"LOC104880029",0,0,0,0
"LOC109122710",0,0,0,0
"LOC100267261",451,498,373,395
"LOC100241600",817,808,741,741
"LOC100263874",10171,8221,9340,9935
"LOC100258715",698,723,696,478
"LOC100250206",1985,2075,1152,1225
"LOC100248463",27,37,5,0
"LOC100243339",599,1213,181,190
"LOC100260439",0,2,0,0
"LOC109123564",0,0,0,0
"LOC100245071",69,93,20,6
"LOC100267386",2830,3943,738,479
"LOC100255360",3,3,0,0
"LOC100262218",5354,4736,8171,8654
"LOC100257112",7810,8839,7375,8365
"LOC104880076",299,272,291,257
"LOC100267371",19,18,11,9
"LOC100262202",242,294,233,325
"LOC100251981",7507,7643,8149,9972
"LOC100257092",1882,2121,1259,1324
"LOC100251966",2191,2573,1162,909
"LOC100246842",3470,3990,2300,2473
"LOC104879994",70,109,21,26
"LOC100253470",348,475,144,167
"LOC100241508",2708,2491,2655,2820
"LOC109122727",15,9,11,15
"LOC100243227",2600,2550,2013,2249
"LOC100263777",1599,2108,418,223
"LOC100265542",4384,4571,3532,3411
"LOC100258629",1989,2441,527,506
"LOC100244951",637,534,588,670
"LOC109122732",1,3,0,0
"LOC100241595",86,140,40,30
"LOC100253564",5,17,4,4
"LOC104880072",0,0,0,0
"LOC100265655",0,0,0,0
"LOC100260433",1,0,0,0
"LOC100267362",3,2,2,0
"LOC100253486",72,109,34,22
"LOC109122738",39,45,24,35
"LOC100262193",87,110,72,47
"LOC100248371",1872,1602,2646,2388
"LOC104879964",46,61,19,5
"LOC100243241",3322,4482,45,17
"LOC100251958",43,68,31,20
"LOC100246822",320,407,540,457
"LOC100258814",1342,1399,1269,930
"LOC100265557",538,324,791,1138
"LOC100260341",5,12,7,0
"LOC100253463",1222,1385,943,802
"LOC100248348",866,634,1155,1394
"LOC109122762",0,0,0,0
"LOC100260319",341,398,329,431
"LOC104879959",410,460,553,479
"LOC100255243",792,832,713,780
"LOC100250082",693,832,382,294
"LOC100255261",3208,3550,1586,1431
"LOC100251854",35,32,15,7
"LOC100250100",783,1054,613,517
"LOC100244964",1989,3062,784,702
"LOC100267269",3308,3145,3419,4455
"LOC100246722",2523,2816,2115,1809
"LOC109123557",0,3,0,0
"LOC100241586",1079,571,196,156
"LOC100263860",2,8,0,0
"LOC100262106",1456,1916,93,107
"LOC100258705",2,20,0,0
"LOC100256999",1642,2072,1223,1136
"LOC100854597",219,254,244,253
"LOC100243328",622,826,420,278
"LOC100260428",561,704,160,195
"LOC100255347",66,102,9,12
"LOC100262187",97,175,21,26
"LOC100251867",4198,4272,3076,3337
"LOC100251950",509,580,399,312
"LOC109122795",0,11,6,5
"LOC100263979",2462,3415,773,793
"LOC104879926",99,131,44,16
"LOC100258808",1683,1853,959,1000
"LOC100246738",81,146,67,64
"LOC100241606",3659,5409,132,91
"LOC100263880",2806,3391,2469,2238
"LOC109123218",5,5,2,6
"LOC100253458",997,1010,944,873
"LOC100243213",4317,4210,5042,4511
"LOC109122800",6,18,2,0
"LOC100260313",2307,3684,1240,875
"LOC100258721",6103,7807,427,379
"LOC100255235",417,443,324,283
"LOC100253576",945,1353,1063,899
"LOC109122941",31,52,23,23
"LOC100262086",2373,3071,1558,1498
"LOC100248470",1128,1153,1235,1198
"LOC100256981",4748,4882,5371,5476
"LOC100854096",215,220,122,186
"LOC100246714",225,204,128,126
"LOC100241580",175,184,47,45
"LOC100263854",161,259,114,66
"TRNAA-UGC",0,0,2,0
"LOC100243345",1263,1120,1814,2105
"LOC100265665",2829,2935,3095,2683
"LOC100855041",54,87,25,37
"LOC100260447",402,489,286,230
"LOC104879912",54,86,25,21
"LOC100243321",5,2,0,0
"LOC100265642",11,0,0,0
"LOC100260423",816,999,477,308
"LOC100255341",143,223,18,47
"LOC100250172",277,270,128,89
"LOC100255369",1325,1232,604,678
"LOC100245038",1604,1864,2058,1727
"TRNAG-GCC",3,1,0,0
"LOC100250199",0,0,0,0
"LOC100245065",7825,6872,20185,29336
"LOC100267351",3,0,0,0
"LOC100267378",8,4,5,1
"LOC100262208",1871,1605,2489,2231
"LOC104879884",8,23,14,15
"LOC100241694",1268,1511,500,608
"LOC100263972",6,1,0,0
"LOC100257102",8367,11442,834,793
"LOC100253661",113,153,69,32
"LOC100251972",1320,1375,653,555
"LOC100246832",1457,1685,1643,1610
"LOC100248339",3024,3444,3067,3175
"LOC109122820",26,22,21,40
"LOC100265525",1784,1707,1190,1289
"LOC109122821",6,10,0,1
"LOC100250071",776,972,340,160
"LOC109123569",0,0,0,2
"LOC109123418",0,1,0,0
"LOC100251843",3048,2522,4413,4588
"LOC100246710",1012,1262,690,554
"LOC100853274",2659,2531,3685,4868
"LOC100853229",909,1448,332,266
"LOC100241577",7020,10789,6563,6976
"LOC100853141",491,586,286,261
"LOC100258696",570,672,667,450
"LOC100253553",2,8,40,38
"LOC104880062",0,0,0,0
"LOC100260420",6281,6063,7380,6896
"LOC100255337",355,551,202,203
"LOC100263771",2258,2398,2722,2958
"LOC100258620",1608,1524,1279,1534
"LOC100253479",5768,6208,3171,3515
"LOC100248362",7335,9379,6089,7427
"LOC100267346",4299,3607,5604,5705
"LOC100262177",2,18,0,0
"LOC100257069",15,5,0,0
"LOC100251939",21,27,18,19
"LOC100246806",4168,3848,3395,3819
"LOC100258796",795,746,809,1081
"LOC100253653",2012,2406,1883,1861
"LOC104880061",0,0,0,0
"LOC104880060",0,0,0,0
"LOC100262076",33,11,70,55
"LOC100243233",33,77,59,51
"LOC100256969",12,9,7,3
"LOC104880059",0,0,0,0
"UBC2",11390,13890,9592,9820
"LOC100245028",657,818,619,675
"LOC100267340",1294,1578,618,485
"LOC104880056",0,0,0,0
"LOC104880055",0,0,0,0
"LOC109123576",0,0,0,0
"LOC104880051",3,0,0,0
"LOC104880053",0,0,0,0
"LOC104879808",0,0,0,0
"LOC104879807",3,0,0,0
"LOC100248182",2366,2757,2230,2647
"LOC109123422",473,519,884,935
"LOC100253317",3708,3761,2213,2402
"LOC100258453",1799,2234,449,442
"LOC100246639",467,709,252,363
"LOC100263597",444,331,381,501
"LOC100241332",3779,4980,281,124
"VVSUC12",3602,3313,2214,1914
"SUC12",3304,3101,4223,4396
"TRNAV-CAC",10,7,3,0
"LOC100256731",17,16,2,1
"LOC100244863",950,1190,404,267
"LOC100249995",3586,4815,714,799
"LOC100262017",936,1142,886,894
"LOC100267189",8404,8762,6530,8528
"LOC100244878",1323,1651,741,784
"LOC100255149",181,211,122,124
"LOC100250008",2045,2345,1463,1370
"LOC109122863",1,5,0,0
"LOC100255163",5952,7034,1327,898
"LOC100260247",326,266,236,226
"LOC100256809",671,781,344,340
"TRNAM-CAU",10,2,5,8
"LOC100265464",1971,2103,2275,2849
"LOC100255046",259,305,208,222
"LOC100243155",723,769,454,347
"LOC100853470",57,54,44,56
"LOC100248279",1129,1112,1064,1057
"LOC100248173",169,272,76,102
"LOC100253403",1790,2103,1484,1827
"LOC104879773",183,99,430,337
"LOC100258541",6021,7031,1789,1928
"LOC100251779",1021,1105,1228,1271
"LOC100256910",2,2,3,0
"LOC109123424",0,0,0,0
"LOC100255154",2,0,0,0
"LOC100260235",1,0,0,0
"LOC100265455",0,0,0,0
"LOC100263691",12,20,9,8
"LOC100241433",7690,9415,5117,6230
"LOC100263683",1899,2440,1197,1071
"LOC100241425",279,290,282,310
"LOC100251688",1689,2257,1534,1135
"LOC104879762",87,97,104,108
"LOC100256824",2957,3203,1836,1473
"LOC100246544",7,5,0,1
"LOC100267103",2607,2412,3088,4842
"LOC100244785",8357,5213,7252,5403
"LOC100256814",13,18,0,0
"LOC100261911",144,157,99,53
"LOC100249919",21,71,8,3
"LOC100244775",728,918,401,349
"LOC100255065",2052,1585,1868,2663
"LOC100255052",468,629,223,124
"LOC104880046",0,0,0,0
"LOC100265355",1057,748,1424,1401
"LOC100248178",69,157,10,29
"LOC100253313",1600,2269,261,153
"LOC100258450",41,59,16,10
"LOC100260158",33251,41889,41160,21391
"LOC100263593",1134,1347,570,397
"LOC100852875",0,0,0,0
"LOC109123571",0,0,0,0
"LOC100256916",660,705,495,514
"LOC100265365",13191,12521,23870,22079
"LOC100262011",1064,899,1340,1436
"MIR169F",0,0,0,1
"LOC100243071",178,181,140,119
"LOC100248185",14,13,15,3
"LOC100258457",9,1,6,3
"LOC104879728",6521,4143,8724,10358
"LOC100260241",5719,5750,6995,8370
"LOC100263601",964,1034,894,794
"LOC100241338",1485,914,3665,5693
"LOC100263686",151,220,102,96
"LOC100251684",110,156,1,5
"LOC100261917",7,2,2,2
"LOC104880105",0,1,1,0
"LOC100854428",0,0,0,0
"LOC104880109",0,0,0,0
"LOC100264317",3304,4385,1428,1489
"LOC100254024",1333,1369,1440,1464
"LOC100262550",0,0,0,0
"LOC100248804",125,214,99,81
"LOC104880099",0,0,0,0
"LOC100264433",152,267,61,38
"LOC100259152",2971,2530,2472,2652
"LOC100264328",808,667,837,798
"LOC109122917",0,0,0,0
"LOC100242045",2711,2992,2383,2297
"LOC100250632",719,831,818,1032
"LOC100247184",1755,1798,1403,1225
"LOC100243771",768,757,912,958
"LOC100254017",5,5,12,8
"LOC100252303",1283,1559,1053,999
"LOC109123039",55,47,57,66
"LOC100255708",1620,1170,2559,2856
"LOC109123578",0,0,0,0
"LOC100257438",2604,3242,1466,1233
"LOC109123426",0,0,0,0
"LOC100262561",194,348,14,6
"LOC109123573",6,3,4,8
"LOC100243671",3,0,0,0
"LOC109123544",0,0,0,0
"LOC100256507",581,866,227,185
"LOC100251363",4977,5590,959,851
"LOC109123427",0,0,0,0
"LOC100253020",0,1,0,0
"LOC100242754",0,0,0,0
"LOC104880637",0,0,0,0
"LOC104880135",26,30,3,7
"LOC100249622",1539,2973,673,377
"LOC109123436",0,0,0,0
"LOC109122924",54,130,34,15
"LOC100258232",335,531,14,8
"LOC100253105",45,81,5,2
"LOC104880141",11,1,0,0
"LOC100254655",1512,1461,544,509
"LOC100249548",1,0,0,0
"LOC100266712",213,186,117,84
"LOC100258147",0,2,1,0
"LOC100263380",7,5,6,0
"LOC100241096",0,1,0,0
"LOC100263367",0,0,0,0
"LOC100258240",960,1298,547,515
"LOC100265119",186,211,183,117
"LOC100253113",5,6,0,6
"LOC100246122",1427,1459,1016,956
"LOC100258143",1921,2116,2077,2340
"LOC104880641",12,12,4,1
"LOC100247891",989,962,949,1006
"LOC100242747",1743,1745,1453,1422
"LOC100265035",477,540,383,454
"LOC100247983",5857,3842,9425,10530
"LOC100249617",0,2,3,9
"LOC100256494",308,188,428,494
"LOC109122937",0,0,4,10
"LOC104880156",482,389,732,808
"LOC100251346",217,222,236,223
"LOC109123438",0,0,0,0
"LOC100242683",3,4,0,0
"LOC100264968",9722,8262,7884,9120
"LOC100263361",1872,1835,2088,1620
"LOC100258226",313,222,63,52
"LOC100253093",50,49,143,121
"LOC100242829",71,72,61,50
"LOC100265116",1138,1239,575,414
"LOC100254648",669,772,377,302
"LOC100241089",267,308,108,96
"LOC100254812",0,0,0,0
"LOC100251252",659,398,919,1022
"LOC100258132",10,17,0,1
"LOC100253004",504,554,307,357
"LOC100259768",3659,4100,2334,2416
"LOC100265025",2,4,0,0
"SAMDC",19714,19405,30048,34921
"TRNAH-GUG",2,0,8,2
"LOC100249555",940,1247,725,429
"LOC100244393",220,197,178,138
"LOC100266775",617,663,764,639
"LOC100251337",76,78,32,47
"LOC100266718",586,728,544,486
"LOC100261517",43,34,32,44
"LOC100256430",865,1087,894,1077
"LOC100251278",956,795,798,945
"LOC104880653",28,27,84,200
"LOC104880654",71,88,77,96
"LOC100246134",3974,5538,2343,2240
"LOC104880187",6,5,0,0
"LOC100241027",143,168,101,114
"LOC104880656",0,0,0,0
"LOC104880195",109,125,77,122
"LOC100249684",875,790,821,1114
"LOC100244373",322,436,74,96
"LOC100263292",3844,3981,2714,2660
"LOC104880198",0,0,0,0
"LOC104880657",1,3,0,0
"LOC100258158",7406,12143,1579,1259
"LOC100253025",583,827,240,197
"LOC100247903",492,408,548,806
"LOC100247878",2389,2096,2334,2615
"LOC104880658",0,0,0,0
"LOC100266770",0,0,0,0
"LOC100242760",3604,4752,1315,1712
"LOC100854034",949,856,828,593
"LOC100855122",0,0,0,0
"LOC100265047",0,0,0,0
"LOC104880661",0,2,0,1
"LOC100265099",0,0,0,0
"LOC100254801",0,0,0,0
"LOC104880663",0,0,0,0
"LOC100266696",1341,1527,1268,1374
"LOC109123447",0,0,0,0
"LOC100259859",259,328,3,5
"LOC100249627",2001,1704,2640,3382
"LOC104880207",0,2,0,0
"LOC100247873",976,1694,603,586
"LOC100254722",2129,2032,2323,2040
"LOC100249600",704,781,854,681
"LOC100244449",635,911,530,488
"LOC100261572",1238,1311,1019,879
"LOC109122977",1,0,0,1
"LOC100241080",0,0,0,0
"LOC100263343",0,0,0,0
"LOC100242809",0,0,0,0
"LOC100266692",2,11,0,0
"LOC109122984",5,11,5,4
"LOC100261483",1278,1216,1424,2294
"LOC104880233",246,254,319,235
"LOC100854674",83,62,56,59
"LOC100855399",1219,1927,114,40
"LOC100240999",394,598,212,250
"LOC100263256",716,1068,245,131
"LOC100254716",763,794,1366,1404
"LOC100249597",1736,1617,1899,1618
"LOC104880245",323,298,265,279
"LOC100266794",974,1146,1026,1134
"LOC109123005",170,184,107,213
"LOC104880670",4,0,0,0
"LOC100251322",1210,1503,673,704
"LOC104880250",5141,5898,4269,4616
"LOC100241074",319,345,288,252
"LOC104880255",271,241,214,316
"LOC100854940",680,633,642,644
"LOC100852583",2831,2983,1275,1538
"LOC100265010",162,280,47,41
"LOC100248212",3702,3621,4061,4940
"LOC100243095",475,711,354,367
"LOC100251075",20,7,10,5
"LOC100855072",0,0,0,0
"LOC109123022",42,33,38,99
"LOC100249479",3253,3049,1525,1627
"LOC100254591",555,571,515,667
"LOC100256233",219,272,205,205
"LOC100261324",3,3,0,0
"LOC100244187",0,0,0,0
"LOC109123027",3,6,10,8
"LOC104880280",3,2,1,2
"LOC104880278",18,13,8,11
"LOC100249348",0,0,0,0
"LOC100254462",0,0,0,0
"LOC100259578",0,0,0,0
"LOC100264755",0,0,0,0
"LOC100242472",0,0,0,0
"LOC100247600",0,1,0,0
"LOC100252708",0,0,0,0
"LOC104880686",0,0,0,0
"LOC100259700",5,3,0,0
"LOC100263220",0,2,0,0
"LOC100264885",0,0,0,0
"LOC100242603",7748,2161,5682,7812
"LOC100266640",344,511,34,14
"LOC100247740",2182,2254,2860,3092
"LOC100852829",0,0,0,0
"LOC100240845",65,57,5,7
"LOC100252853",3791,3370,4099,4106
"LOC100257993",1221,978,1240,1178
"LOC100251079",82,54,36,51
"LOC100264763",1063,917,855,762
"LOC100263129",374,482,305,321
"LOC100247607",529,599,496,469
"LOC100252714",186,191,105,79
"LOC100257864",1172,1515,860,679
"LOC100263223",51,32,12,31
"LOC100240870",192,177,120,83
"LOC100240962",627,899,315,194
"LOC100245965",180,180,81,53
"LOC100246057",345,348,157,189
"LOC100251196",234,533,9,17
"LOC100251099",2085,1735,980,1091
"LOC100256348",43,68,21,18
"LOC100256260",1889,1895,1999,2252
"LOC100261435",18,13,10,23
"LOC100261354",750,398,467,781
"LOC100249464",0,0,0,0
"LOC100254574",0,0,0,0
"LOC109123455",0,0,0,0
"LOC109123456",0,0,0,0
"LOC109123458",0,0,0,0
"TRNAV-AAC",1,6,5,8
"LOC104880695",0,0,0,0
"LOC100257978",2,0,2,0
"LOC100266558",15,42,7,9
"LOC100245943",924,1022,967,1030
"LOC100251085",598,698,649,566
"LOC100244217",3404,3425,3899,4967
"LOC109123035",26,21,15,12
"LOC100266542",3659,2789,4371,8079
"LOC100244197",2259,2281,2865,4082
"LOC100254469",895,985,769,884
"LOC100249383",1402,1204,1530,1237
"LOC100254488",581,954,10,17
"LOC100259590",304,442,149,69
"LOC100259604",9,22,9,9
"LOC100264789",5109,7124,2317,1513
"LOC100264769",522,490,379,353
"LOC100242500",2136,2548,2905,2938
"LOC100257870",19,19,40,55
"LOC100263229",10,2,5,3
"LOC100247632",1,5,6,0
"LOC100240965",310,368,294,330
"LOC100246062",8375,6762,7148,7565
"LOC100853782",371,590,69,33
"LOC100251202",650,759,556,569
"LOC100252740",505,677,312,397
"LOC100256355",270,413,70,45
"LOC100261441",1290,1202,846,758
"LOC100244315",1234,1347,1205,1127
"LOC100249470",849,1052,887,859
"LOC109123561",0,0,0,0
"LOC100264875",59,53,48,49
"LOC109123047",65,89,73,81
"LOC100247728",0,2,4,1
"LOC104880699",13,6,2,2
"LOC100257887",1426,1742,165,122
"LOC100252841",119,193,47,27
"LOC100257984",320,643,72,53
"LOC100240857",2,3,2,2
"LOC104880458",95,78,54,96
"LOC104880457",25,29,35,23
"LOC100261340",55,121,20,8
"LOC100266547",224,333,133,136
"LOC100244202",1611,1201,576,444
"LOC100263023",2125,2062,2048,2045
"LOC100240759",832,1075,566,665
"LOC100245855",902,905,1282,1412
"LOC100249369",62,144,7,13
"LOC100254476",2227,2160,2580,2344
"LOC100251219",257,228,125,154
"LOC104880480",0,5,0,0
"LOC109123462",0,0,0,0
"LOC100259595",3,5,4,27
"LOC100242487",6,25,7,6
"LOC100854173",31,29,19,16
"LOC109123058",21,43,26,30
"LOC100252727",762,600,364,365
"LOC100257876",8,1,1,1
"TRNAK-CUU",0,0,0,0
"LOC100256374",1014,1200,948,875
"LOC100261458",10628,15110,11122,13722
"LOC100263011",268,363,220,169
"LOC100261447",2649,2522,3062,3217
"LOC100266653",1255,1280,1,7
"LOC100266664",1048,1042,3,5
"LOC100244321",953,891,2,3
"LOC100244331",240,188,0,2
"LOC100249476",373,346,0,0
"LOC100254585",837,911,7,6
"LOC100249487",81,83,13,11
"LOC100264879",260,242,1,2
"LOC100247735",8,10,0,0
"LOC100252847",28,15,0,0
"LOC100263123",864,966,2,3
"LOC100240864",474,576,0,1
"LOC104880706",3,0,0,0
"LOC100256255",327,421,2,2
"LOC100254597",822,1094,825,856
"LOC100254483",101,135,128,86
"LOC100259600",1,0,0,0
"LOC109121475",0,0,0,0
"LOC100264782",0,0,0,0
"LOC100242491",4,0,0,0
"LOC100252734",0,0,0,0
"LOC100259708",0,0,0,0
"LOC109123101",7,9,1,0
"LOC109123102",1,1,0,0
"LOC100251213",5,3,0,1
"LOC109123345",1,0,0,0
"LOC104880714",0,0,0,0
"LOC104880508",1,0,0,0
"LOC109123108",8,0,0,0
"LOC104880510",0,0,0,0
"LOC100854888",0,0,0,0
"LOC100855131",0,1,0,0
"LOC109123555",1,1,0,0
"LOC109123112",4,5,2,0
"LOC100855162",0,0,0,0
"LOC104880513",4,3,3,7
"LOC104880515",23,25,40,35
"LOC100855198",0,3,0,0
"LOC109123478",0,0,0,0
"LOC109123483",1,0,0,0
"LOC100855337",1,1,2,2
"LOC104880521",38,60,36,23
"LOC100242071",0,0,0,0
"LOC109123118",8,4,0,2
"LOC109123541",0,1,0,0
"LOC109123485",0,0,0,0
"LOC109123127",9,9,0,0
"LOC104880525",5,13,2,3
"LOC100266020",38,24,13,34
"LOC104880734",0,0,0,0
"LOC100259196",171,230,228,222
"LOC100241971",0,0,0,0
"LOC109123494",0,1,0,0
"LOC100264375",1193,1241,778,571
"LOC100242090",1129,1555,911,869
"LOC100267636",3391,2588,5737,7195
"LOC100247229",759,505,364,410
"LOC100252350",1830,2127,1950,2475
"LOC100257483",6692,8680,4565,5422
"LOC100262608",15350,17733,15125,16872
"LOC100267769",1090,933,947,883
"LOC100260931",572,556,343,206
"LOC100266135",80,125,69,45
"LOC109123498",0,0,0,0
"LOC100243815",0,0,1,0
"LOC104880550",208,240,184,161
"LOC100254068",0,0,0,0
"LOC100245452",8,28,0,5
"LOC100250579",23,9,6,3
"LOC100245441",0,0,0,0
"LOC100250567",89,63,26,14
"FAOMT",248,163,36,17
"LOC100259084",244,249,24,20
"LOC100264256",121,308,41,32
"LOC104880571",20,13,12,11
"LOC100247115",215,464,4,5
"LOC100257370",2894,402,5722,6761
"LOC100262484",18417,14920,17406,23211
"LOC100267642",24,21,36,34
"LOC100255760",2306,3127,1927,2193
"LOC104880744",0,0,0,0
"LOC100266036",3745,5303,630,560
"LOC100260936",4199,2990,5454,6855
"LOC100852520",2584,3254,646,1389
"TRNAL-AAG",0,0,0,0
"LOC100243727",527,691,451,459
"LOC100248862",473,557,530,693
"LOC100243822",18,22,63,83
"LOC100253955",467,849,462,631
"LOC100259092",7183,11017,1099,987
"LOC100248968",597,833,600,479
"LOC100264264",6152,6703,4603,4675
"LOC100254075",1619,2236,480,378
"LOC100264367",4,3,0,2
"LOC100242085",3864,3188,5769,4754
"LOC109123212",41,29,47,53
"LOC100247222",204,258,214,259
"LOC100241985",2763,3411,1557,2187
"LOC104877364",871,910,1348,1199
"LOC100257476",702,577,529,447
"LOC109123214",55,67,5,12
"LOC100247122",5239,5086,6684,6301
"TRNAS-UGA",1,3,4,4
"LOC100252245",5854,7564,5210,6593
"LOC100245446",174,188,187,173
"LOC100250573",9,15,22,54
"LOC100257379",5441,6052,5111,6192
"LOC100260828",4849,2888,4831,4537
"LOC100262494",306,359,310,319
"LOC100852958",691,826,598,601
"LOC100852987",59,94,13,14
"LOC100243721",3682,3022,2182,2907
"FLC",1275,1385,771,761
"LOC104880621",94,156,22,32
"LOC109123217",198,164,96,164
"MADS4",0,0,0,0
"LOC104880622",5,0,0,0
"LOC100243827",2433,2713,1722,1366
"LOC100248973",2643,2851,2749,2454
"LOC100254080",663,874,711,1000
"LOC100259208",1119,910,1146,1383
"LOC109121405",327,451,205,169
"LOC100266157",173,195,69,74
"LOC100243839",122,138,184,185
"LOC100254092",2475,3588,1801,2274
"LOC100248988",11,48,5,4
"LOC100853551",24,30,20,49
"LOC109123223",7,23,3,0
"LOC104880748",0,0,0,2
"LOC104880634",0,4,0,0
"LOC104880754",0,2,0,0
"LOC104880633",2,0,0,0
"LOC100266054",272,230,170,191
"LOC100259104",777,780,1000,1103
"LOC100253968",561,968,239,237
"LOC100243734",1253,1542,373,437
"LOC100260846",2627,2960,1557,1451
"LOC100266047",77,79,0,1
"LOC100255776",461,774,258,316
"LOC100260840",685,871,1025,1469
"LOC104880782",237,195,118,108
"LOC100245461",458,417,550,529
"LOC100267777",959,1059,409,307
"LOC100250592",11640,10645,8400,7969
"LOC100257492",50,55,36,37
"LOC100245467",1844,1321,1692,2410
"LOC100253975",3173,3877,1119,1254
"LOC104880867",0,0,0,0
"LOC104880868",0,0,0,0
"LOC100267681",1083,1248,916,695
"LOC100245367",211,251,79,58
"LOC100854734",1,3,3,2
"LOC100250497",911,940,1668,1422
"LOC100248997",3452,4565,1602,1350
"LOC100255676",413,541,259,227
"LOC100254102",2538,2430,2771,2897
"LOC100260747",2303,1551,1855,2799
"LOC100259218",7,10,0,0
"LOC100265957",1787,1813,1702,1823
"LOC100854260",51,76,16,17
"LOC109123509",0,0,0,0
"LOC109123583",0,0,0,0
"LOC104880815",0,0,0,0
"LOC109123512",0,0,0,0
"LOC100245472",0,0,0,0
"LOC100250599",359,634,4,4
"LOC100255784",172,286,23,29
"LOC100253980",116,213,78,93
"LOC100254113",5699,6157,1960,2465
"LOC100243643",9,10,3,0
"TRNAQ-UUG",0,0,0,1
"LOC100249010",843,877,870,933
"LOC100259233",3339,3926,3245,3504
"LOC100264285",2143,2510,2503,1945
"LOC100247145",2,4,1,0
"LOC100264409",8998,9077,9605,10779
"LOC100254108",746,831,724,750
"LOC100259228",974,1677,321,195
"LOC100264403",17,9,6,8
"LOC100242118",561,696,482,487
"LOC100247251",507,584,237,214
"MIR169Y",3,3,0,0
"LOC100242123",1057,1297,572,506
"LOC100247256",774,1214,92,80
"LOC100250606",266,229,323,418
"LOC100255789",13,6,0,0
"LOC100257506",375,646,326,555
"LOC100252378",790,755,773,859
"LOC100262641",952,1128,7,17
"LOC100253986",158,158,99,107
"LOC104880861",54,113,71,53
"LOC100242008",2080,1816,1761,2410
"LOC100855410",82,58,67,38
"LOC104880871",1029,1812,155,131
"LOC100259206",3556,3555,3183,3722
"LOC104880872",430,454,898,831
"LOC100267783",1107,1199,1222,1398
"LOC100248984",93,97,114,173
"LOC100243837",75,86,46,40
