"","Row.names","A1_A","A1_B","F1_A","F1_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1313","LOC100261242",92.3518193486146,59.6059158932325,280.202594506327,223.568216111553,163.932136464932,1.72908868818714,0.423664505139512,4.08126870958367,4.47905355953615e-05,0.000252241437300194
"1314","LOC100261255",2423.98700032224,2803.46491084503,7772.14430577479,5972.74909798464,4743.08632873168,1.39471646985425,0.253906978925522,5.49302140396604,3.95114883900444e-08,4.12675545407131e-07
"1315","LOC100261268",89.3727284018851,108.284080539372,304.049623826014,261.326403721504,190.758209122194,1.51621732324054,0.375054752770136,4.04265593767798,5.28491423453902e-05,0.000292465845232426
"1316","LOC100261286",59.5818189345901,50.6650285092476,236.483040753567,233.504581272066,145.058617367368,2.09188067619559,0.4094267768372,5.10929131786461,3.23369431693072e-07,2.84678314570584e-06
"1317","LOC100261301",317.76970098448,643.743891646911,1947.50739444114,1820.34209740607,1182.34077111965,1.97036588791079,0.351806074962535,5.60071592885548,2.13468314188185e-08,2.32744098005937e-07
"1318","LOC100261309",1005.939709679,1428.55511757447,2632.1158611605,2731.50678262515,1949.52936775978,1.13958675763648,0.271742529585995,4.19362681054255,2.74529491554996e-05,0.000162281376788725
"1319","LOC100261342",3547.10428723926,2280.9197148477,9039.01773838318,6838.20650346537,5426.31206098388,1.44587986755361,0.297384801319841,4.86198306415313,1.16215568095303e-06,9.27327396987349e-06
"1320","LOC100261354",368.414247078882,364.589518880272,1128.75938779854,734.297385361945,649.015134779909,1.34577937131985,0.315597647106134,4.26422498285379,2.00597245526037e-05,0.000122613618687382
"1321","LOC100261369",5.95818189345901,5.96059158932325,28.8151604279556,48.688189286516,22.3555307993135,2.70102168731699,0.947720542769517,2.85001914111075,0.00437165981222613,0.0140592020436036
"1322","LOC100261376",541.201521989193,1067.93932642042,1853.11290338404,1760.72390644299,1305.74441455916,1.16724323982656,0.344857515798158,3.38471161669486,0.000712530715058282,0.00291563626202449
"1323","LOC100261402",0.993030315576502,1.98686386310775,17.8852719897656,23.8472763852323,11.1781106384205,3.80788293998533,1.43275152939258,2.65774131931983,0.00786662484080876,0.0231488154752499
"1324","LOC100261428",146.968486705322,117.224967923357,312.992259820897,238.472763852323,203.914619575475,1.06167159877925,0.378607207010559,2.80415052624617,0.00504493459766128,0.0158866475213767
"1325","LOC100261438",1548.13426198377,1139.46642549229,5909.09514017421,6839.20013998142,3858.97399190792,2.24591285006457,0.26246886955869,8.55687325449606,1.15969913610803e-17,3.79943124135981e-16
"1326","LOC100261463",1816.25244718942,2290.85403416323,6223.08102621676,5848.54453347822,4044.68301026191,1.55542650876898,0.244442356369186,6.36316279990278,1.97641008551754e-10,2.99604109120353e-09
